image_name|comment_number|comment
4513514840.jpg| 0| A man with a red bag rides his bike down a damp city street in front of a building covered in scaffolding .
109202801.jpg| 3| Two draft horses pull a cart through the snow .
7493784578.jpg| 0| A man is sitting in a chair at a table with chairs all around , there is blue and white striped flag with a blue cross on it some orange writing the man is also wearing a gray hat and a gray coat .
3242228425.jpg| 2| A young girl examines the fish selection at the grocery store .
1252396628.jpg| 4| A man riding a dirt bike up a muddy hill .
534875358.jpg| 3| A woman walking , wearing a green shirt and jeans
5092280437.jpg| 4| Three people are standing on their heads .
111766423.jpg| 0| Black and white bird standing on hand of someone holding sunflower seeds
4927987115.jpg| 4| A man in brown shoes sits against a gray wall .
476760133.jpg| 1| Black dog is carrying something in its mouth and running in the grass .
97138308.jpg| 3| People diving into a swimming pool .
5495428438.jpg| 0| Four people in a tropical area with fruit that has been picked or harvested .
116482438.jpg| 4| A grandmother sitting in her room .
4584261734.jpg| 4| Two old men in aprons handle food in a kitchen .
346698309.jpg| 0| man wearing glasses with his mouth being held open and examined by a dentist .
4011411161.jpg| 0| People sitting at white tables in a cafe , with a brown bench filled with thick pillows next to the glass window .
4441594448.jpg| 3| An elderly man reads a newspaper on a city sidewalk .
4722126574.jpg| 0| A car in the process of flipping in the street of a small town .
3044500219.jpg| 2| four girls in evening wear are posing for a photograph .
2246717855.jpg| 2| Several people are looking at their phones in a crowded station .
7800436386.jpg| 3| A woman on a stage faces a packed audience of people .
3497234588.jpg| 3| Asian women hold a young girl .
3010404509.jpg| 2| A guy in the shower made a mohawk out of his hair with shampoo .
2515372403.jpg| 0| Six people in a gray and orange raft numbered RR-16 pushing off the shore of a lake
3020218156.jpg| 4| Two men workers doing their job with their supervisor .
504370167.jpg| 1| A little boy in a black t-shirt plays with a toy NERF gun .
1063866640.jpg| 1| Several men are sitting by a river conversing with one another while a boat drifts by them .
3334987711.jpg| 4| Children are playing with baseball bats .
218437159.jpg| 4| A young man is eating a sandwich .
2311850831.jpg| 0| A guy with long hair and sunglasses is asleep in his with his head tilted towards the window .
7184992060.jpg| 2| A graduate student in a crowd of classmates shaking an older man 's hand .
4858277050.jpg| 2| Looking down , a man and woman sit by a trailer looking at provocative material .
4493008657.jpg| 1| A man and woman are having a conversation while sitting on a tree stump in the woods .
3668984985.jpg| 1| A group of people talking next to a pool with trees in the background .
55438559.jpg| 1| the local kids are having a footrace .
287999021.jpg| 2| Two smiling climbers with poles sit astride a mountain ridge .
3621329299.jpg| 3| A person is in the air on a bike near a body of water .
3512780285.jpg| 4| Two men wearing orange vests and standing next to orange cones .
4011573507.jpg| 3| Man skateboarding off steps and showing off his talent .
5767811093.jpg| 1| A baseball player mid-swing at home plate with catcher and umpire behind him .
2844202978.jpg| 1| A woman wearing a straw hat is sitting among a variety of different foods while holding a drink .
1438580125.jpg| 4| Men in blue suits gathered around a racetrack .
6415175155.jpg| 1| A mountain bike racer on a dirt road during a race
4764102456.jpg| 2| A man in a Hawaiian shirt takes a photo of a woman wearing white .
5897700952.jpg| 0| A man and a woman are walking down a beach by the water together holding their shoes in their hands .
2891240104.jpg| 0| Four men are standing behind a counter that has a cash register and tips jar on it .
2253417961.jpg| 0| A woman with a backpack and a child kneeling in the sand on a beach with boats in the background .
4665584226.jpg| 0|" Two people look toward the camera as they cross the street in front of a red building with a sign saying , "" Royal . """
4842713608.jpg| 4| A woman has fake blood on her face and body .
3634032601.jpg| 1| A woman in a black tank top and a man in an orange shirt sit their backs to the camera .
4100572429.jpg| 1| A boy being fitted in a brown robe by a man in a white shirt and red cap , another man in a light blue shirt is twirling a ball .
363560757.jpg| 2| Man in red jacket climbing ice face .
4524364495.jpg| 2| A blond woman in a floral shirt carries four white cups on a black tray .
3262386960.jpg| 2| Two fencers in gear fighting in a fencing class
6200828978.jpg| 4| A man with long blond-hair is singing into a microphone .
6321336904.jpg| 2| Several women running in a race , while the crowd looks on .
22143604.jpg| 3| Construction workers are working under a light at night .
507370544.jpg| 0| A group of people wearing white robes with a flame design and shiny badges reflecting are posing in front of a building with two man statues .
2864608641.jpg| 0| A young boy wearing a bright yellow raincoat , jean shorts and sandals squats down as he looks at an older boy and girl who are standing next to him and looking down some railroad tracks .
2185255150.jpg| 2| A native girl showing a slingshot to the camera .
229736617.jpg| 4| A child girl playing in the water
2159440067.jpg| 3| Children display snowmen made of paper plates .
4303640101.jpg| 0| A child standing on a rug , wearing black sunglasses and a blue striped shirt is pointing at something .
475739062.jpg| 2| A man sitting on the ground in a train situation .
4500680173.jpg| 1| A frowning elderly person is walking and carrying a plastic bag
2380740486.jpg| 1| A person trails behind some ducks on the water to a lake .
394707439.jpg| 3| A man in a dark jacket is playing an instrument .
2646345087.jpg| 2| A man in a red shirt works in a decrepit kitchen with green and white tiles .
72090503.jpg| 2| Kids that are standing or sitting beside a street .
3891014226.jpg| 1| A woman rides her bike across a fenced in sidewalk , and approaches a girl nearby .
6864445068.jpg| 4| This man is the winner of the game .
2127207912.jpg| 4| Three people participate in rock climbing .
4180952377.jpg| 1| An elderly man in a light blue coat works on a car on the roadside .
3113386906.jpg| 1| An Asian peddler with a wide cone shaped hat with various fruits and vegetables for sale .
2268801262.jpg| 4| A woman folds her laundry .
2056377805.jpg| 1| a large group of people in a red raft wearing red life jackets on the river
152027605.jpg| 2| Three men and one woman are sorting through stacks of light blue papers .
3106782647.jpg| 3| a bmx rider gets a lot of air .
3571675421.jpg| 1| A brown dog is running in the water by the beach .
6463605645.jpg| 0| Several young women are preparing to play or practice volleyball on a indoor volleyball court while coaches are seated nearby .
5737435305.jpg| 4| Two people appear to fight while five others look on in the background .
3592992234.jpg| 1| Man near golf course preparing to throw a stick
7645700076.jpg| 2| Bicyclists racing in a marathon with spectators viewing .
5823145889.jpg| 1| A woman and a male child are engaged in a balloon fight as a man watches .
2141713971.jpg| 3| A woman and a girl ride a sled down a hill standing up .
4865999008.jpg| 2| A young man sits on a bench in a downtown setting .
5823145889.jpg| 4| A small child and an adult play with small party balloons .
241346215.jpg| 0| A horse mascot gives high-fives to some football fans .
4554842301.jpg| 2| A child sleeping with a teddy bear and a blanket .
4940658755.jpg| 0| A man wearing a dark scarf and pants stands in front of a shop .
3541002184.jpg| 4| Men and women running in a competition .
3497217792.jpg| 3| Bicyclists and pedicabs go by a large white modern building .
3394654132.jpg| 0| A woman carrying a black and white dog on a sidewalk in front of parallel parked cars .
2253091968.jpg| 3| A woman riding a bike while a man jogs beside her near the shore .
7808046.jpg| 2| A man with gray hair is sitting at a table .
4625244996.jpg| 2| A white dog sitting on a dock next to some sailboats .
4545817922.jpg| 4| Two Asian women wearing Kimonos .
6157574915.jpg| 0| Two females are playing rugby on a field , one with a blue uniform and one with a white uniform .
1325756278.jpg| 3| People helping a person in black shorts and red top who is hurt .
4489731.jpg| 1| Four people are at a pavilion getting drinks from two men .
4093896865.jpg| 1| A couple in black coats is looking at the camera with pleasant expressions on their faces .
4153140979.jpg| 0| Two men in white hard hats are working on a large object inside a chain-linked fence .
369802520.jpg| 2| A small tan dog runs through the snow .
421762501.jpg| 3| Two men are standing together and talking .
2708634088.jpg| 1| Two dogs are running side by side through long grass .
486712504.jpg| 3| A dog leaps over a red and blue jump .
4609789441.jpg| 4| A boy rides his bike in a skate park .
3612249030.jpg| 1| A boy is carrying a black body board across the sand .
4581834644.jpg| 2| A couple having lunch on a public lunch table .
2537799272.jpg| 2| Construction workers are working at a train or subway platform .
3772573030.jpg| 3| A man wearing a green shirt skateboarding down a street .
3123351642.jpg| 1| A snowboarder jumps high in the air over a snowy hill .
2225552348.jpg| 0| Group of people standing over a hole with a newly planted tree inside .
1336100240.jpg| 1| A blond little girl walks down a sidewalk with a stick in her hand .
3643666111.jpg| 3| Texas baseball player catches the ball on base while the opponent slides .
221365576.jpg| 3| A man wearing white holding two girls .
2536772737.jpg| 3| Workers laying gravel along a railroad track .
8083805102.jpg| 1| A guy wearing a white shirt and khaki pants is sitting on steps made of stone .
3070739413.jpg| 4| A truck driver opens up the truck door .
2230620391.jpg| 3| A baby is playing with a string of beads .
4022170842.jpg| 1| Two firefighters spray water from a black hose .
4505867963.jpg| 3| A woman in black and red earrings is dancing to music .
5505219003.jpg| 1| A man in a black striped shirt is erasing a chalkboard while facing it .
